"","Units","scenario","year","market","value"
"1260","1990$/tC","Baseline",2095,"Central AsiaCO2_LUC",502.516
"1261","1990$/tC","Baseline",2095,"ChinaCO2",927.977
"1262","1990$/tC","Baseline",2095,"ChinaCO2_LUC",463.989
"1263","1990$/tC","Baseline",2095,"ColombiaCO2",747.674
"1264","1990$/tC","Baseline",2095,"ColombiaCO2_LUC",373.837
"1265","1990$/tC","Baseline",2095,"EU-12CO2",939.337
"1266","1990$/tC","Baseline",2095,"EU-15CO2",896.39
"1267","1990$/tC","Baseline",2095,"EUCO2_LUC",469.669
"1268","1990$/tC","Baseline",2095,"Europe_EasternCO2",1104.61
"1269","1990$/tC","Baseline",2095,"Europe_EasternCO2_LUC",552.307
"1270","1990$/tC","Baseline",2095,"Europe_Non_EUCO2",1043.11
"1271","1990$/tC","Baseline",2095,"Europe_Non_EUCO2_LUC",521.554
"1272","1990$/tC","Baseline",2095,"European Free Trade AssociationCO2",747.087
"1273","1990$/tC","Baseline",2095,"European Free Trade AssociationCO2_LUC",373.544
"1274","1990$/tC","Baseline",2095,"IndiaCO2",1029.99
"1275","1990$/tC","Baseline",2095,"IndiaCO2_LUC",514.995
"1276","1990$/tC","Baseline",2095,"IndonesiaCO2",798.562
"1277","1990$/tC","Baseline",2095,"IndonesiaCO2_LUC",399.281
"1278","1990$/tC","Baseline",2095,"JapanCO2",819.088
"1279","1990$/tC","Baseline",2095,"JapanCO2_LUC",409.544
"1280","1990$/tC","Baseline",2095,"MexicoCO2",851.645
"1281","1990$/tC","Baseline",2095,"MexicoCO2_LUC",425.823
"1282","1990$/tC","Baseline",2095,"Middle EastCO2",1056.76
"1283","1990$/tC","Baseline",2095,"Middle EastCO2_LUC",528.381
"1284","1990$/tC","Baseline",2095,"PakistanCO2",1079.71
"1285","1990$/tC","Baseline",2095,"PakistanCO2_LUC",539.854
"1286","1990$/tC","Baseline",2095,"RussiaCO2",916.725
"1287","1990$/tC","Baseline",2095,"RussiaCO2_LUC",458.363
"1288","1990$/tC","Baseline",2095,"South AfricaCO2",953.546
"1289","1990$/tC","Baseline",2095,"South AfricaCO2_LUC",476.773
"1290","1990$/tC","Baseline",2095,"South America_NorthernCO2",1084.07
"1291","1990$/tC","Baseline",2095,"South America_NorthernCO2_LUC",542.034
"1292","1990$/tC","Baseline",2095,"South America_SouthernCO2",902.993
"1293","1990$/tC","Baseline",2095,"South America_SouthernCO2_LUC",451.497
"1294","1990$/tC","Baseline",2095,"South AsiaCO2",1067.59
"1295","1990$/tC","Baseline",2095,"South AsiaCO2_LUC",533.794
"1296","1990$/tC","Baseline",2095,"South KoreaCO2",894.944
"1297","1990$/tC","Baseline",2095,"South KoreaCO2_LUC",447.472
"1298","1990$/tC","Baseline",2095,"Southeast AsiaCO2",984.62
"1299","1990$/tC","Baseline",2095,"Southeast AsiaCO2_LUC",492.31
"1300","1990$/tC","Baseline",2095,"TaiwanCO2",805.78
"1301","1990$/tC","Baseline",2095,"USACO2",804.413
"1302","1990$/tC","Baseline",2095,"USACO2_LUC",402.207
"1303","1990$/tC","Baseline",2100,"Africa_EasternCO2",985.864
"1304","1990$/tC","Baseline",2100,"Africa_EasternCO2_LUC",492.932
"1305","1990$/tC","Baseline",2100,"Africa_NorthernCO2",1114.54
"1306","1990$/tC","Baseline",2100,"Africa_NorthernCO2_LUC",557.271
"1307","1990$/tC","Baseline",2100,"Africa_SouthernCO2",1011.41
"1308","1990$/tC","Baseline",2100,"Africa_SouthernCO2_LUC",505.705
"1309","1990$/tC","Baseline",2100,"Africa_WesternCO2",1016.38
"1310","1990$/tC","Baseline",2100,"Africa_WesternCO2_LUC",508.192
"1311","1990$/tC","Baseline",2100,"ArgentinaCO2",855.62
"1312","1990$/tC","Baseline",2100,"ArgentinaCO2_LUC",427.81
"1313","1990$/tC","Baseline",2100,"Australia_NZCO2",897.781
"1314","1990$/tC","Baseline",2100,"Australia_NZCO2_LUC",448.891
"1315","1990$/tC","Baseline",2100,"BrazilCO2",685.693
"1316","1990$/tC","Baseline",2100,"BrazilCO2_LUC",342.846
"1317","1990$/tC","Baseline",2100,"CanadaCO2",898.59
"1318","1990$/tC","Baseline",2100,"CanadaCO2_LUC",449.295
"1319","1990$/tC","Baseline",2100,"Central America and CaribbeanCO2",909.151
"1320","1990$/tC","Baseline",2100,"Central America and CaribbeanCO2_LUC",454.576
"1321","1990$/tC","Baseline",2100,"Central AsiaCO2",991.015
"1322","1990$/tC","Baseline",2100,"Central AsiaCO2_LUC",495.507
"1323","1990$/tC","Baseline",2100,"ChinaCO2",915.114
"1324","1990$/tC","Baseline",2100,"ChinaCO2_LUC",457.557
"1325","1990$/tC","Baseline",2100,"ColombiaCO2",739.98
"1326","1990$/tC","Baseline",2100,"ColombiaCO2_LUC",369.99
"1327","1990$/tC","Baseline",2100,"EU-12CO2",947.805
"1328","1990$/tC","Baseline",2100,"EU-15CO2",904.674
"1329","1990$/tC","Baseline",2100,"EUCO2_LUC",473.903
"1330","1990$/tC","Baseline",2100,"Europe_EasternCO2",1069.32
"1331","1990$/tC","Baseline",2100,"Europe_EasternCO2_LUC",534.66
"1332","1990$/tC","Baseline",2100,"Europe_Non_EUCO2",1023.4
"1333","1990$/tC","Baseline",2100,"Europe_Non_EUCO2_LUC",511.7
"1334","1990$/tC","Baseline",2100,"European Free Trade AssociationCO2",760.026
"1335","1990$/tC","Baseline",2100,"European Free Trade AssociationCO2_LUC",380.013
"1336","1990$/tC","Baseline",2100,"IndiaCO2",1018.73
"1337","1990$/tC","Baseline",2100,"IndiaCO2_LUC",509.365
"1338","1990$/tC","Baseline",2100,"IndonesiaCO2",782.575
"1339","1990$/tC","Baseline",2100,"IndonesiaCO2_LUC",391.288
"1340","1990$/tC","Baseline",2100,"JapanCO2",830.023
"1341","1990$/tC","Baseline",2100,"JapanCO2_LUC",415.012
"1342","1990$/tC","Baseline",2100,"MexicoCO2",862.474
"1343","1990$/tC","Baseline",2100,"MexicoCO2_LUC",431.237
"1344","1990$/tC","Baseline",2100,"Middle EastCO2",1055.39
"1345","1990$/tC","Baseline",2100,"Middle EastCO2_LUC",527.694
"1346","1990$/tC","Baseline",2100,"PakistanCO2",1063.81
"1347","1990$/tC","Baseline",2100,"PakistanCO2_LUC",531.903
"1348","1990$/tC","Baseline",2100,"RussiaCO2",911.712
"1349","1990$/tC","Baseline",2100,"RussiaCO2_LUC",455.856
"1350","1990$/tC","Baseline",2100,"South AfricaCO2",936.015
"1351","1990$/tC","Baseline",2100,"South AfricaCO2_LUC",468.008
"1352","1990$/tC","Baseline",2100,"South America_NorthernCO2",1065.26
"1353","1990$/tC","Baseline",2100,"South America_NorthernCO2_LUC",532.63
"1354","1990$/tC","Baseline",2100,"South America_SouthernCO2",903.763
"1355","1990$/tC","Baseline",2100,"South America_SouthernCO2_LUC",451.882
"1356","1990$/tC","Baseline",2100,"South AsiaCO2",1054.21
"1357","1990$/tC","Baseline",2100,"South AsiaCO2_LUC",527.107
"1358","1990$/tC","Baseline",2100,"South KoreaCO2",872.172
"1359","1990$/tC","Baseline",2100,"South KoreaCO2_LUC",436.086
"1360","1990$/tC","Baseline",2100,"Southeast AsiaCO2",982.561
"1361","1990$/tC","Baseline",2100,"Southeast AsiaCO2_LUC",491.281
"1362","1990$/tC","Baseline",2100,"TaiwanCO2",802.581
"1363","1990$/tC","Baseline",2100,"USACO2",804.022
"1364","1990$/tC","Baseline",2100,"USACO2_LUC",402.011
"1365","1990$/tC","1. BIODIV",1975,"Africa_EasternCO2",0
"1366","1990$/tC","1. BIODIV",1975,"Africa_EasternCO2_LUC",0
"1367","1990$/tC","1. BIODIV",1975,"Africa_NorthernCO2",0
"1368","1990$/tC","1. BIODIV",1975,"Africa_NorthernCO2_LUC",0
"1369","1990$/tC","1. BIODIV",1975,"Africa_SouthernCO2",0
"1370","1990$/tC","1. BIODIV",1975,"Africa_SouthernCO2_LUC",0
"1371","1990$/tC","1. BIODIV",1975,"Africa_WesternCO2",0
"1372","1990$/tC","1. BIODIV",1975,"Africa_WesternCO2_LUC",0
"1373","1990$/tC","1. BIODIV",1975,"ArgentinaCO2",0
"1374","1990$/tC","1. BIODIV",1975,"ArgentinaCO2_LUC",0
"1375","1990$/tC","1. BIODIV",1975,"Australia_NZCO2",0
"1376","1990$/tC","1. BIODIV",1975,"Australia_NZCO2_LUC",0
"1377","1990$/tC","1. BIODIV",1975,"BrazilCO2",0
"1378","1990$/tC","1. BIODIV",1975,"BrazilCO2_LUC",0
"1379","1990$/tC","1. BIODIV",1975,"CanadaCO2",0
"1380","1990$/tC","1. BIODIV",1975,"CanadaCO2_LUC",0
"1381","1990$/tC","1. BIODIV",1975,"Central America and CaribbeanCO2",0
"1382","1990$/tC","1. BIODIV",1975,"Central America and CaribbeanCO2_LUC",0
"1383","1990$/tC","1. BIODIV",1975,"Central AsiaCO2",0
"1384","1990$/tC","1. BIODIV",1975,"Central AsiaCO2_LUC",0
"1385","1990$/tC","1. BIODIV",1975,"ChinaCO2",0
"1386","1990$/tC","1. BIODIV",1975,"ChinaCO2_LUC",0
"1387","1990$/tC","1. BIODIV",1975,"ColombiaCO2",0
"1388","1990$/tC","1. BIODIV",1975,"ColombiaCO2_LUC",0
"1389","1990$/tC","1. BIODIV",1975,"EU-12CO2",0
"1390","1990$/tC","1. BIODIV",1975,"EU-15CO2",0
"1391","1990$/tC","1. BIODIV",1975,"EUCO2_LUC",0
"1392","1990$/tC","1. BIODIV",1975,"Europe_EasternCO2",0
"1393","1990$/tC","1. BIODIV",1975,"Europe_EasternCO2_LUC",0
"1394","1990$/tC","1. BIODIV",1975,"Europe_Non_EUCO2",0
"1395","1990$/tC","1. BIODIV",1975,"Europe_Non_EUCO2_LUC",0
"1396","1990$/tC","1. BIODIV",1975,"European Free Trade AssociationCO2",0
"1397","1990$/tC","1. BIODIV",1975,"European Free Trade AssociationCO2_LUC",0
"1398","1990$/tC","1. BIODIV",1975,"IndiaCO2",0
"1399","1990$/tC","1. BIODIV",1975,"IndiaCO2_LUC",0
"1400","1990$/tC","1. BIODIV",1975,"IndonesiaCO2",0
"1401","1990$/tC","1. BIODIV",1975,"IndonesiaCO2_LUC",0
"1402","1990$/tC","1. BIODIV",1975,"JapanCO2",0
"1403","1990$/tC","1. BIODIV",1975,"JapanCO2_LUC",0
"1404","1990$/tC","1. BIODIV",1975,"MexicoCO2",0
"1405","1990$/tC","1. BIODIV",1975,"MexicoCO2_LUC",0
"1406","1990$/tC","1. BIODIV",1975,"Middle EastCO2",0
"1407","1990$/tC","1. BIODIV",1975,"Middle EastCO2_LUC",0
"1408","1990$/tC","1. BIODIV",1975,"PakistanCO2",0
"1409","1990$/tC","1. BIODIV",1975,"PakistanCO2_LUC",0
"1410","1990$/tC","1. BIODIV",1975,"RussiaCO2",0
"1411","1990$/tC","1. BIODIV",1975,"RussiaCO2_LUC",0
"1412","1990$/tC","1. BIODIV",1975,"South AfricaCO2",0
"1413","1990$/tC","1. BIODIV",1975,"South AfricaCO2_LUC",0
"1414","1990$/tC","1. BIODIV",1975,"South America_NorthernCO2",0
"1415","1990$/tC","1. BIODIV",1975,"South America_NorthernCO2_LUC",0
"1416","1990$/tC","1. BIODIV",1975,"South America_SouthernCO2",0
"1417","1990$/tC","1. BIODIV",1975,"South America_SouthernCO2_LUC",0
"1418","1990$/tC","1. BIODIV",1975,"South AsiaCO2",0
"1419","1990$/tC","1. BIODIV",1975,"South AsiaCO2_LUC",0
"1420","1990$/tC","1. BIODIV",1975,"South KoreaCO2",0
"1421","1990$/tC","1. BIODIV",1975,"South KoreaCO2_LUC",0
"1422","1990$/tC","1. BIODIV",1975,"Southeast AsiaCO2",0
"1423","1990$/tC","1. BIODIV",1975,"Southeast AsiaCO2_LUC",0
"1424","1990$/tC","1. BIODIV",1975,"TaiwanCO2",0
"1425","1990$/tC","1. BIODIV",1975,"USACO2",0
"1426","1990$/tC","1. BIODIV",1975,"USACO2_LUC",0
"1427","1990$/tC","1. BIODIV",1990,"Africa_EasternCO2",0
"1428","1990$/tC","1. BIODIV",1990,"Africa_EasternCO2_LUC",0
"1429","1990$/tC","1. BIODIV",1990,"Africa_NorthernCO2",0
"1430","1990$/tC","1. BIODIV",1990,"Africa_NorthernCO2_LUC",0
"1431","1990$/tC","1. BIODIV",1990,"Africa_SouthernCO2",0
"1432","1990$/tC","1. BIODIV",1990,"Africa_SouthernCO2_LUC",0
"1433","1990$/tC","1. BIODIV",1990,"Africa_WesternCO2",0
"1434","1990$/tC","1. BIODIV",1990,"Africa_WesternCO2_LUC",0
"1435","1990$/tC","1. BIODIV",1990,"ArgentinaCO2",0
"1436","1990$/tC","1. BIODIV",1990,"ArgentinaCO2_LUC",0
"1437","1990$/tC","1. BIODIV",1990,"Australia_NZCO2",0
"1438","1990$/tC","1. BIODIV",1990,"Australia_NZCO2_LUC",0
"1439","1990$/tC","1. BIODIV",1990,"BrazilCO2",0
"1440","1990$/tC","1. BIODIV",1990,"BrazilCO2_LUC",0
"1441","1990$/tC","1. BIODIV",1990,"CanadaCO2",0
"1442","1990$/tC","1. BIODIV",1990,"CanadaCO2_LUC",0
"1443","1990$/tC","1. BIODIV",1990,"Central America and CaribbeanCO2",0
"1444","1990$/tC","1. BIODIV",1990,"Central America and CaribbeanCO2_LUC",0
"1445","1990$/tC","1. BIODIV",1990,"Central AsiaCO2",0
"1446","1990$/tC","1. BIODIV",1990,"Central AsiaCO2_LUC",0
"1447","1990$/tC","1. BIODIV",1990,"ChinaCO2",0
"1448","1990$/tC","1. BIODIV",1990,"ChinaCO2_LUC",0
"1449","1990$/tC","1. BIODIV",1990,"ColombiaCO2",0
"1450","1990$/tC","1. BIODIV",1990,"ColombiaCO2_LUC",0
"1451","1990$/tC","1. BIODIV",1990,"EU-12CO2",0
"1452","1990$/tC","1. BIODIV",1990,"EU-15CO2",0
"1453","1990$/tC","1. BIODIV",1990,"EUCO2_LUC",0
"1454","1990$/tC","1. BIODIV",1990,"Europe_EasternCO2",0
"1455","1990$/tC","1. BIODIV",1990,"Europe_EasternCO2_LUC",0
"1456","1990$/tC","1. BIODIV",1990,"Europe_Non_EUCO2",0
"1457","1990$/tC","1. BIODIV",1990,"Europe_Non_EUCO2_LUC",0
"1458","1990$/tC","1. BIODIV",1990,"European Free Trade AssociationCO2",0
"1459","1990$/tC","1. BIODIV",1990,"European Free Trade AssociationCO2_LUC",0
"1460","1990$/tC","1. BIODIV",1990,"IndiaCO2",0
"1461","1990$/tC","1. BIODIV",1990,"IndiaCO2_LUC",0
"1462","1990$/tC","1. BIODIV",1990,"IndonesiaCO2",0
"1463","1990$/tC","1. BIODIV",1990,"IndonesiaCO2_LUC",0
"1464","1990$/tC","1. BIODIV",1990,"JapanCO2",0
"1465","1990$/tC","1. BIODIV",1990,"JapanCO2_LUC",0
"1466","1990$/tC","1. BIODIV",1990,"MexicoCO2",0
"1467","1990$/tC","1. BIODIV",1990,"MexicoCO2_LUC",0
"1468","1990$/tC","1. BIODIV",1990,"Middle EastCO2",0
"1469","1990$/tC","1. BIODIV",1990,"Middle EastCO2_LUC",0
"1470","1990$/tC","1. BIODIV",1990,"PakistanCO2",0
"1471","1990$/tC","1. BIODIV",1990,"PakistanCO2_LUC",0
"1472","1990$/tC","1. BIODIV",1990,"RussiaCO2",0
"1473","1990$/tC","1. BIODIV",1990,"RussiaCO2_LUC",0
"1474","1990$/tC","1. BIODIV",1990,"South AfricaCO2",0
"1475","1990$/tC","1. BIODIV",1990,"South AfricaCO2_LUC",0
"1476","1990$/tC","1. BIODIV",1990,"South America_NorthernCO2",0
"1477","1990$/tC","1. BIODIV",1990,"South America_NorthernCO2_LUC",0
"1478","1990$/tC","1. BIODIV",1990,"South America_SouthernCO2",0
"1479","1990$/tC","1. BIODIV",1990,"South America_SouthernCO2_LUC",0
"1480","1990$/tC","1. BIODIV",1990,"South AsiaCO2",0
"1481","1990$/tC","1. BIODIV",1990,"South AsiaCO2_LUC",0
"1482","1990$/tC","1. BIODIV",1990,"South KoreaCO2",0
"1483","1990$/tC","1. BIODIV",1990,"South KoreaCO2_LUC",0
"1484","1990$/tC","1. BIODIV",1990,"Southeast AsiaCO2",0
"1485","1990$/tC","1. BIODIV",1990,"Southeast AsiaCO2_LUC",0
"1486","1990$/tC","1. BIODIV",1990,"TaiwanCO2",0
"1487","1990$/tC","1. BIODIV",1990,"USACO2",0
"1488","1990$/tC","1. BIODIV",1990,"USACO2_LUC",0
"1489","1990$/tC","1. BIODIV",2005,"Africa_EasternCO2",0
"1490","1990$/tC","1. BIODIV",2005,"Africa_EasternCO2_LUC",0
"1491","1990$/tC","1. BIODIV",2005,"Africa_NorthernCO2",0
"1492","1990$/tC","1. BIODIV",2005,"Africa_NorthernCO2_LUC",0
"1493","1990$/tC","1. BIODIV",2005,"Africa_SouthernCO2",0
"1494","1990$/tC","1. BIODIV",2005,"Africa_SouthernCO2_LUC",0
"1495","1990$/tC","1. BIODIV",2005,"Africa_WesternCO2",0
"1496","1990$/tC","1. BIODIV",2005,"Africa_WesternCO2_LUC",0
"1497","1990$/tC","1. BIODIV",2005,"ArgentinaCO2",0
"1498","1990$/tC","1. BIODIV",2005,"ArgentinaCO2_LUC",0
"1499","1990$/tC","1. BIODIV",2005,"Australia_NZCO2",0
"1500","1990$/tC","1. BIODIV",2005,"Australia_NZCO2_LUC",0
"1501","1990$/tC","1. BIODIV",2005,"BrazilCO2",0
"1502","1990$/tC","1. BIODIV",2005,"BrazilCO2_LUC",0
"1503","1990$/tC","1. BIODIV",2005,"CanadaCO2",0
"1504","1990$/tC","1. BIODIV",2005,"CanadaCO2_LUC",0
"1505","1990$/tC","1. BIODIV",2005,"Central America and CaribbeanCO2",0
"1506","1990$/tC","1. BIODIV",2005,"Central America and CaribbeanCO2_LUC",0
"1507","1990$/tC","1. BIODIV",2005,"Central AsiaCO2",0
"1508","1990$/tC","1. BIODIV",2005,"Central AsiaCO2_LUC",0
"1509","1990$/tC","1. BIODIV",2005,"ChinaCO2",0
"1510","1990$/tC","1. BIODIV",2005,"ChinaCO2_LUC",0
"1511","1990$/tC","1. BIODIV",2005,"ColombiaCO2",0
"1512","1990$/tC","1. BIODIV",2005,"ColombiaCO2_LUC",0
"1513","1990$/tC","1. BIODIV",2005,"EU-12CO2",0
"1514","1990$/tC","1. BIODIV",2005,"EU-15CO2",0
"1515","1990$/tC","1. BIODIV",2005,"EUCO2_LUC",0
"1516","1990$/tC","1. BIODIV",2005,"Europe_EasternCO2",0
"1517","1990$/tC","1. BIODIV",2005,"Europe_EasternCO2_LUC",0
"1518","1990$/tC","1. BIODIV",2005,"Europe_Non_EUCO2",0
"1519","1990$/tC","1. BIODIV",2005,"Europe_Non_EUCO2_LUC",0
"1520","1990$/tC","1. BIODIV",2005,"European Free Trade AssociationCO2",0
"1521","1990$/tC","1. BIODIV",2005,"European Free Trade AssociationCO2_LUC",0
"1522","1990$/tC","1. BIODIV",2005,"IndiaCO2",0
"1523","1990$/tC","1. BIODIV",2005,"IndiaCO2_LUC",0
"1524","1990$/tC","1. BIODIV",2005,"IndonesiaCO2",0
"1525","1990$/tC","1. BIODIV",2005,"IndonesiaCO2_LUC",0
"1526","1990$/tC","1. BIODIV",2005,"JapanCO2",0
"1527","1990$/tC","1. BIODIV",2005,"JapanCO2_LUC",0
"1528","1990$/tC","1. BIODIV",2005,"MexicoCO2",0
"1529","1990$/tC","1. BIODIV",2005,"MexicoCO2_LUC",0
"1530","1990$/tC","1. BIODIV",2005,"Middle EastCO2",0
"1531","1990$/tC","1. BIODIV",2005,"Middle EastCO2_LUC",0
"1532","1990$/tC","1. BIODIV",2005,"PakistanCO2",0
"1533","1990$/tC","1. BIODIV",2005,"PakistanCO2_LUC",0
"1534","1990$/tC","1. BIODIV",2005,"RussiaCO2",0
"1535","1990$/tC","1. BIODIV",2005,"RussiaCO2_LUC",0
"1536","1990$/tC","1. BIODIV",2005,"South AfricaCO2",0
"1537","1990$/tC","1. BIODIV",2005,"South AfricaCO2_LUC",0
"1538","1990$/tC","1. BIODIV",2005,"South America_NorthernCO2",0
"1539","1990$/tC","1. BIODIV",2005,"South America_NorthernCO2_LUC",0
"1540","1990$/tC","1. BIODIV",2005,"South America_SouthernCO2",0
"1541","1990$/tC","1. BIODIV",2005,"South America_SouthernCO2_LUC",0
"1542","1990$/tC","1. BIODIV",2005,"South AsiaCO2",0
"1543","1990$/tC","1. BIODIV",2005,"South AsiaCO2_LUC",0
"1544","1990$/tC","1. BIODIV",2005,"South KoreaCO2",0
"1545","1990$/tC","1. BIODIV",2005,"South KoreaCO2_LUC",0
"1546","1990$/tC","1. BIODIV",2005,"Southeast AsiaCO2",0
"1547","1990$/tC","1. BIODIV",2005,"Southeast AsiaCO2_LUC",0
"1548","1990$/tC","1. BIODIV",2005,"TaiwanCO2",0
"1549","1990$/tC","1. BIODIV",2005,"USACO2",0
"1550","1990$/tC","1. BIODIV",2005,"USACO2_LUC",0
"1551","1990$/tC","1. BIODIV",2010,"Africa_EasternCO2",0
"1552","1990$/tC","1. BIODIV",2010,"Africa_EasternCO2_LUC",0
"1553","1990$/tC","1. BIODIV",2010,"Africa_NorthernCO2",0
"1554","1990$/tC","1. BIODIV",2010,"Africa_NorthernCO2_LUC",0
"1555","1990$/tC","1. BIODIV",2010,"Africa_SouthernCO2",0
"1556","1990$/tC","1. BIODIV",2010,"Africa_SouthernCO2_LUC",0
"1557","1990$/tC","1. BIODIV",2010,"Africa_WesternCO2",0
"1558","1990$/tC","1. BIODIV",2010,"Africa_WesternCO2_LUC",0
"1559","1990$/tC","1. BIODIV",2010,"ArgentinaCO2",0
"1560","1990$/tC","1. BIODIV",2010,"ArgentinaCO2_LUC",0
"1561","1990$/tC","1. BIODIV",2010,"Australia_NZCO2",0
"1562","1990$/tC","1. BIODIV",2010,"Australia_NZCO2_LUC",0
"1563","1990$/tC","1. BIODIV",2010,"BrazilCO2",0
"1564","1990$/tC","1. BIODIV",2010,"BrazilCO2_LUC",0
"1565","1990$/tC","1. BIODIV",2010,"CanadaCO2",0
"1566","1990$/tC","1. BIODIV",2010,"CanadaCO2_LUC",0
"1567","1990$/tC","1. BIODIV",2010,"Central America and CaribbeanCO2",0
"1568","1990$/tC","1. BIODIV",2010,"Central America and CaribbeanCO2_LUC",0
"1569","1990$/tC","1. BIODIV",2010,"Central AsiaCO2",0
"1570","1990$/tC","1. BIODIV",2010,"Central AsiaCO2_LUC",0
"1571","1990$/tC","1. BIODIV",2010,"ChinaCO2",0
"1572","1990$/tC","1. BIODIV",2010,"ChinaCO2_LUC",0
"1573","1990$/tC","1. BIODIV",2010,"ColombiaCO2",0
"1574","1990$/tC","1. BIODIV",2010,"ColombiaCO2_LUC",0
"1575","1990$/tC","1. BIODIV",2010,"EU-12CO2",0
"1576","1990$/tC","1. BIODIV",2010,"EU-15CO2",0
"1577","1990$/tC","1. BIODIV",2010,"EUCO2_LUC",0
"1578","1990$/tC","1. BIODIV",2010,"Europe_EasternCO2",0
"1579","1990$/tC","1. BIODIV",2010,"Europe_EasternCO2_LUC",0
"1580","1990$/tC","1. BIODIV",2010,"Europe_Non_EUCO2",0
"1581","1990$/tC","1. BIODIV",2010,"Europe_Non_EUCO2_LUC",0
"1582","1990$/tC","1. BIODIV",2010,"European Free Trade AssociationCO2",0
"1583","1990$/tC","1. BIODIV",2010,"European Free Trade AssociationCO2_LUC",0
"1584","1990$/tC","1. BIODIV",2010,"IndiaCO2",0
"1585","1990$/tC","1. BIODIV",2010,"IndiaCO2_LUC",0
"1586","1990$/tC","1. BIODIV",2010,"IndonesiaCO2",0
"1587","1990$/tC","1. BIODIV",2010,"IndonesiaCO2_LUC",0
"1588","1990$/tC","1. BIODIV",2010,"JapanCO2",0
"1589","1990$/tC","1. BIODIV",2010,"JapanCO2_LUC",0
"1590","1990$/tC","1. BIODIV",2010,"MexicoCO2",0
"1591","1990$/tC","1. BIODIV",2010,"MexicoCO2_LUC",0
"1592","1990$/tC","1. BIODIV",2010,"Middle EastCO2",0
"1593","1990$/tC","1. BIODIV",2010,"Middle EastCO2_LUC",0
"1594","1990$/tC","1. BIODIV",2010,"PakistanCO2",0
"1595","1990$/tC","1. BIODIV",2010,"PakistanCO2_LUC",0
"1596","1990$/tC","1. BIODIV",2010,"RussiaCO2",0
"1597","1990$/tC","1. BIODIV",2010,"RussiaCO2_LUC",0
"1598","1990$/tC","1. BIODIV",2010,"South AfricaCO2",0
"1599","1990$/tC","1. BIODIV",2010,"South AfricaCO2_LUC",0
"1600","1990$/tC","1. BIODIV",2010,"South America_NorthernCO2",0
"1601","1990$/tC","1. BIODIV",2010,"South America_NorthernCO2_LUC",0
"1602","1990$/tC","1. BIODIV",2010,"South America_SouthernCO2",0
"1603","1990$/tC","1. BIODIV",2010,"South America_SouthernCO2_LUC",0
"1604","1990$/tC","1. BIODIV",2010,"South AsiaCO2",0
"1605","1990$/tC","1. BIODIV",2010,"South AsiaCO2_LUC",0
"1606","1990$/tC","1. BIODIV",2010,"South KoreaCO2",0
"1607","1990$/tC","1. BIODIV",2010,"South KoreaCO2_LUC",0
"1608","1990$/tC","1. BIODIV",2010,"Southeast AsiaCO2",0
"1609","1990$/tC","1. BIODIV",2010,"Southeast AsiaCO2_LUC",0
"1610","1990$/tC","1. BIODIV",2010,"TaiwanCO2",0
"1611","1990$/tC","1. BIODIV",2010,"USACO2",0
"1612","1990$/tC","1. BIODIV",2010,"USACO2_LUC",0
"1613","1990$/tC","1. BIODIV",2015,"Africa_EasternCO2",0
"1614","1990$/tC","1. BIODIV",2015,"Africa_EasternCO2_LUC",0
"1615","1990$/tC","1. BIODIV",2015,"Africa_NorthernCO2",0
"1616","1990$/tC","1. BIODIV",2015,"Africa_NorthernCO2_LUC",0
"1617","1990$/tC","1. BIODIV",2015,"Africa_SouthernCO2",0
"1618","1990$/tC","1. BIODIV",2015,"Africa_SouthernCO2_LUC",0
"1619","1990$/tC","1. BIODIV",2015,"Africa_WesternCO2",0
"1620","1990$/tC","1. BIODIV",2015,"Africa_WesternCO2_LUC",0
"1621","1990$/tC","1. BIODIV",2015,"ArgentinaCO2",0
"1622","1990$/tC","1. BIODIV",2015,"ArgentinaCO2_LUC",0
"1623","1990$/tC","1. BIODIV",2015,"Australia_NZCO2",0
"1624","1990$/tC","1. BIODIV",2015,"Australia_NZCO2_LUC",0
"1625","1990$/tC","1. BIODIV",2015,"BrazilCO2",0
"1626","1990$/tC","1. BIODIV",2015,"BrazilCO2_LUC",0
"1627","1990$/tC","1. BIODIV",2015,"CanadaCO2",0
"1628","1990$/tC","1. BIODIV",2015,"CanadaCO2_LUC",0
"1629","1990$/tC","1. BIODIV",2015,"Central America and CaribbeanCO2",0
"1630","1990$/tC","1. BIODIV",2015,"Central America and CaribbeanCO2_LUC",0
"1631","1990$/tC","1. BIODIV",2015,"Central AsiaCO2",0
"1632","1990$/tC","1. BIODIV",2015,"Central AsiaCO2_LUC",0
"1633","1990$/tC","1. BIODIV",2015,"ChinaCO2",0
"1634","1990$/tC","1. BIODIV",2015,"ChinaCO2_LUC",0
"1635","1990$/tC","1. BIODIV",2015,"ColombiaCO2",0
"1636","1990$/tC","1. BIODIV",2015,"ColombiaCO2_LUC",0
"1637","1990$/tC","1. BIODIV",2015,"EU-12CO2",0
"1638","1990$/tC","1. BIODIV",2015,"EU-15CO2",0
"1639","1990$/tC","1. BIODIV",2015,"EUCO2_LUC",0
"1640","1990$/tC","1. BIODIV",2015,"Europe_EasternCO2",0
"1641","1990$/tC","1. BIODIV",2015,"Europe_EasternCO2_LUC",0
"1642","1990$/tC","1. BIODIV",2015,"Europe_Non_EUCO2",0
"1643","1990$/tC","1. BIODIV",2015,"Europe_Non_EUCO2_LUC",0
